openiti_uri,bnf_id,bnf_field,openiti_field,query,target,score_simple,score_token_set,match_0.7,match_0.75,match_0.8,match_0.85,match_0.9,is_expected
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,45.00,51.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,45.00,51.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,45.00,51.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,45.00,51.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,45.00,51.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,46.00,52.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,46.00,52.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,46.00,52.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,46.00,52.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,46.00,52.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),Muḫtaṣar al-Kāmil fī al-ḍuʿafāʾ wa ʿilal al-ḥadīṯ,44.00,55.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),Muḫtaṣar al-Kāmil fī al-ḍuʿafāʾ wa ʿilal al-ḥadīṯ,44.00,55.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),Muḫtaṣar al-Kāmil fī al-ḍuʿafāʾ wa ʿilal al-ḥadīṯ,44.00,55.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),Muḫtaṣar al-Kāmil fī al-ḍuʿafāʾ wa ʿilal al-ḥadīṯ,44.00,55.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Kawākib al-sāʾira fī aẖbār Miṣr wa-al-Qāhira (al-),Muḫtaṣar al-Kāmil fī al-ḍuʿafāʾ wa ʿilal al-ḥadīṯ,44.00,55.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر الكامل في الضعفاء و علل الحديث,46.00,57.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر الكامل في الضعفاء و علل الحديث,46.00,57.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر الكامل في الضعفاء و علل الحديث,46.00,57.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر الكامل في الضعفاء و علل الحديث,46.00,57.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر الكامل في الضعفاء و علل الحديث,46.00,57.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Kitab Witr,38.00,44.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Kitab Witr,38.00,44.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Kitab Witr,38.00,44.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Kitab Witr,38.00,44.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Kitab Witr,38.00,44.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر كتاب الوتر,59.00,61.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر كتاب الوتر,59.00,61.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر كتاب الوتر,59.00,61.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر كتاب الوتر,59.00,61.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر كتاب الوتر,59.00,61.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Layl,43.00,49.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Layl,43.00,49.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Layl,43.00,49.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Layl,43.00,49.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Layl,43.00,49.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر قيام الليل,59.00,56.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر قيام الليل,59.00,56.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر قيام الليل,59.00,56.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر قيام الليل,59.00,56.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,مختصر قيام الليل,59.00,56.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Ramadan,40.00,41.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Ramadan,40.00,41.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Ramadan,40.00,41.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Ramadan,40.00,41.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Mukhtasar Qiyam Ramadan,40.00,41.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى.",قيام رمضان لمحمد بن نصر,44.00,54.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى.",قيام رمضان لمحمد بن نصر,44.00,54.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى.",قيام رمضان لمحمد بن نصر,44.00,54.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى.",قيام رمضان لمحمد بن نصر,44.00,54.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى.",قيام رمضان لمحمد بن نصر,44.00,54.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Muqaffa,28.00,29.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Muqaffa,28.00,29.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Muqaffa,28.00,29.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Muqaffa,28.00,29.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Muqaffa,28.00,29.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,الكواكب السائرة في أخبار مصر والقاهرة,المقفى الكبير,28.00,40.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,الكواكب السائرة في أخبار مصر والقاهرة,المقفى الكبير,28.00,40.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,الكواكب السائرة في أخبار مصر والقاهرة,المقفى الكبير,28.00,40.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,الكواكب السائرة في أخبار مصر والقاهرة,المقفى الكبير,28.00,40.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,الكواكب السائرة في أخبار مصر والقاهرة,المقفى الكبير,28.00,40.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Musawwadat Mawaciz,45.00,51.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Musawwadat Mawaciz,45.00,51.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Musawwadat Mawaciz,45.00,51.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Musawwadat Mawaciz,45.00,51.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Musawwadat Mawaciz,45.00,51.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Nizac Wa Takhasum,31.00,37.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Nizac Wa Takhasum,31.00,37.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Nizac Wa Takhasum,31.00,37.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Nizac Wa Takhasum,31.00,37.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Muḥammad Niʿmat Allah.,Nizac Wa Takhasum,31.00,37.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,النزاع والتخاصم,32.00,40.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,النزاع والتخاصم,32.00,40.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,النزاع والتخاصم,32.00,40.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,النزاع والتخاصم,32.00,40.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,مجموع من التواريخ القديمة الإسلامية,النزاع والتخاصم,32.00,40.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,Rasāʾil al-Maqrīzī,64.00,71.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,Rasāʾil al-Maqrīzī,64.00,71.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,Rasāʾil al-Maqrīzī,64.00,71.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,Rasāʾil al-Maqrīzī,64.00,71.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,Rasāʾil al-Maqrīzī,64.00,71.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,أحمد بن علي المقريزي.,رسائل المقريزي,57.00,73.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,أحمد بن علي المقريزي.,رسائل المقريزي,57.00,73.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,أحمد بن علي المقريزي.,رسائل المقريزي,57.00,73.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,أحمد بن علي المقريزي.,رسائل المقريزي,57.00,73.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,أحمد بن علي المقريزي.,رسائل المقريزي,57.00,73.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Shudhur Cuqud,14.00,31.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Shudhur Cuqud,14.00,31.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Shudhur Cuqud,14.00,31.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Shudhur Cuqud,14.00,31.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Shudhur Cuqud,14.00,31.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى. Auteur prétendu du texte",Shudhūr al-ʿUqūd fī Dhikr al-Nuqūd,15.00,20.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى. Auteur prétendu du texte",Shudhūr al-ʿUqūd fī Dhikr al-Nuqūd,15.00,20.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى. Auteur prétendu du texte",Shudhūr al-ʿUqūd fī Dhikr al-Nuqūd,15.00,20.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى. Auteur prétendu du texte",Shudhūr al-ʿUqūd fī Dhikr al-Nuqūd,15.00,20.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,"محمد بن محمد بن شاهنشاه , منسوب إلى. Auteur prétendu du texte",Shudhūr al-ʿUqūd fī Dhikr al-Nuqūd,15.00,20.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,al-Sulūk li-maʿrifaŧ duwal al-mulūk,30.00,42.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,al-Sulūk li-maʿrifaŧ duwal al-mulūk,30.00,42.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,al-Sulūk li-maʿrifaŧ duwal al-mulūk,30.00,42.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,al-Sulūk li-maʿrifaŧ duwal al-mulūk,30.00,42.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,Aḥmad ibn ʿAlī al-Maqrīzī.,al-Sulūk li-maʿrifaŧ duwal al-mulūk,30.00,42.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,محمد نعمة الله.,السلوك لمعرفة دول الملوك,36.00,47.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,محمد نعمة الله.,السلوك لمعرفة دول الملوك,36.00,47.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,محمد نعمة الله.,السلوك لمعرفة دول الملوك,36.00,47.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,محمد نعمة الله.,السلوك لمعرفة دول الملوك,36.00,47.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,محمد نعمة الله.,السلوك لمعرفة دول الملوك,36.00,47.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,,,,,True,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,True,,,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,True,,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,,True,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,,,True,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,,,,True,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,True,,,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,True,,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,,True,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,,,True,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Mawrid Latafa,22.00,24.00,True,,,,,True
